epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
98,5368.52,1.1991,0.79176,1.32248,0.78673,0.7589,0.76147,0.46732,1.35012,0.88981,1.61395,0.0184764,0.0061588,0.0184764,0.0061588,0.0184764,0.0061588,0.0184764,0.0061588
99,5423.31,1.19082,0.76383,1.30868,0.80229,0.74693,0.76485,0.46664,1.34186,0.88676,1.62013,0.0183576,0.0061192,0.0183576,0.0061192,0.0183576,0.0061192,0.0183576,0.0061192
100,5477.87,1.18156,0.77,1.2957,0.79187,0.76716,0.77522,0.4797,1.32574,0.88807,1.60624,0.0182388,0.0060796,0.0182388,0.0060796,0.0182388,0.0060796,0.0182388,0.0060796
101,5532.57,1.16173,0.75266,1.28942,0.78244,0.76037,0.764,0.47248,1.31215,0.88565,1.59522,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
102,5587.1,1.15972,0.75062,1.28401,0.80976,0.75378,0.77272,0.47865,1.3097,0.86976,1.58245,0.0180012,0.0060004,0.0180012,0.0060004,0.0180012,0.0060004,0.0180012,0.0060004
103,5641.59,1.16164,0.7488,1.28254,0.79688,0.76622,0.7736,0.47579,1.30697,0.8807,1.57446,0.0178824,0.0059608,0.0178824,0.0059608,0.0178824,0.0059608,0.0178824,0.0059608
104,5696.04,1.15419,0.74482,1.28123,0.80605,0.75804,0.76582,0.46648,1.31108,0.88437,1.59595,0.0177636,0.0059212,0.0177636,0.0059212,0.0177636,0.0059212,0.0177636,0.0059212
105,5750.57,1.1761,0.75225,1.29765,0.78066,0.77796,0.77765,0.47697,1.30833,0.86958,1.59337,0.0176448,0.0058816,0.0176448,0.0058816,0.0176448,0.0058816,0.0176448,0.0058816
106,5805.04,1.15338,0.74483,1.28953,0.79984,0.76213,0.78679,0.49147,1.29272,0.86701,1.58504,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
107,5859.6,1.12855,0.72771,1.26789,0.82315,0.75628,0.78246,0.48998,1.28272,0.85055,1.58604,0.0174072,0.0058024,0.0174072,0.0058024,0.0174072,0.0058024,0.0174072,0.0058024
108,5914.07,1.14813,0.73513,1.27337,0.81321,0.75921,0.78288,0.49243,1.26741,0.85215,1.56998,0.0172884,0.0057628,0.0172884,0.0057628,0.0172884,0.0057628,0.0172884,0.0057628
109,5968.7,1.13324,0.72743,1.2624,0.80928,0.75745,0.78243,0.49124,1.27381,0.85049,1.56402,0.0171696,0.0057232,0.0171696,0.0057232,0.0171696,0.0057232,0.0171696,0.0057232
110,6023.05,1.11705,0.71967,1.26197,0.80084,0.76615,0.7737,0.48741,1.27032,0.85609,1.57555,0.0170508,0.0056836,0.0170508,0.0056836,0.0170508,0.0056836,0.0170508,0.0056836
111,6077.6,1.13318,0.72869,1.26563,0.82182,0.75751,0.78494,0.49559,1.27353,0.84179,1.56983,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
112,6132.04,1.13098,0.73558,1.26993,0.81563,0.76037,0.78844,0.49791,1.26523,0.8275,1.55883,0.0168132,0.0056044,0.0168132,0.0056044,0.0168132,0.0056044,0.0168132,0.0056044
113,6186.9,1.124,0.72905,1.26416,0.79443,0.77697,0.77804,0.49339,1.26598,0.85333,1.57891,0.0166944,0.0055648,0.0166944,0.0055648,0.0166944,0.0055648,0.0166944,0.0055648
114,6241.4,1.11904,0.72157,1.26773,0.80375,0.76388,0.78119,0.49894,1.25524,0.85942,1.57528,0.0165756,0.0055252,0.0165756,0.0055252,0.0165756,0.0055252,0.0165756,0.0055252
115,6296.01,1.10289,0.71818,1.24721,0.81385,0.76154,0.78312,0.50526,1.24915,0.83667,1.55799,0.0164568,0.0054856,0.0164568,0.0054856,0.0164568,0.0054856,0.0164568,0.0054856
116,6350.54,1.11284,0.73753,1.26181,0.80846,0.74927,0.78179,0.50684,1.24358,0.83422,1.55763,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
117,6405.27,1.08975,0.71336,1.2464,0.81931,0.7553,0.78493,0.50202,1.24267,0.8553,1.5587,0.0162192,0.0054064,0.0162192,0.0054064,0.0162192,0.0054064,0.0162192,0.0054064
118,6459.74,1.10796,0.71844,1.24984,0.8081,0.7633,0.78962,0.51152,1.22853,0.8464,1.53618,0.0161004,0.0053668,0.0161004,0.0053668,0.0161004,0.0053668,0.0161004,0.0053668
119,6514.45,1.1006,0.71128,1.24596,0.81568,0.77591,0.79054,0.513,1.22312,0.82805,1.55014,0.0159816,0.0053272,0.0159816,0.0053272,0.0159816,0.0053272,0.0159816,0.0053272
